0,1,2,3,y_classification,community_ids,bias,y_regression
-1.042605987039868,-1.1667541353329878,-0.7899069796214988,-0.9827822224049174,0,0,0.3527372998376537,-2.390247800168024
-1.0229151137074133,-1.0520404744581082,-0.9108925272474714,-0.8274712863609139,0,0,0.3527372998376537,-2.072132279600213
-0.8722574810500197,-0.875580779061635,-0.7011051400671668,-0.8380848805157325,0,0,0.3527372998376537,-1.2632215924852443
-0.8550914523340021,-0.8652406990016006,-1.141137839851139,-0.698030515123818,0,0,0.3527372998376537,-1.6488102562718236
-1.0231208378829402,-1.1374193904603824,-0.7683229957167017,-1.0220392801762537,0,0,0.3527372998376537,-2.329234974938532
-1.1503679982040376,-0.9850090401436165,-0.8447101012552565,-0.6735081034987735,0,0,0.3527372998376537,-1.798251814706358
-0.8461538842811691,-0.957703093096492,-0.8630660548737252,-0.7299839910724601,0,0,0.3527372998376537,-1.4105113693972062
-1.0243084713973774,-0.8404813195644687,-0.8598820419824218,-0.9481711258305828,0,0,0.3527372998376537,-1.829893097820041
-1.224042515619528,-0.9421608195578022,-1.007005162561944,-1.048465993615461,0,0,0.3527372998376537,-2.895643169195469
-0.977434485870964,-1.1057778739350803,-0.9697008571311188,-1.0045977508442665,0,0,0.3527372998376537,-2.542465379849268
-1.2138516064121925,-0.929902419772786,-0.7279547081286277,-1.032743797316168,0,0,0.3527372998376537,-2.2401877481770454
-0.9062718454146894,-0.8599940945890705,-1.139508914487652,-0.8463883199205711,0,0,0.3527372998376537,-1.964204634608627
-0.9087641866825078,-0.7723753225468255,-0.7076778492862732,-0.7296632929876637,0,0,0.3527372998376537,-1.0578050490603146
-0.7917901371018892,-0.958618986496746,-1.064077669970633,-1.0832408828528506,0,0,0.3527372998376537,-2.227487040643704
-0.8034789213548547,-1.0116954703572665,-0.965459663834672,-1.0365053612122526,0,0,0.3527372998376537,-2.0790019192165
-1.169686857895246,-0.9569320390393228,-0.9965796237110636,-0.9044986917579592,0,0,0.3527372998376537,-2.4815773837581085
-1.2083380116845586,-1.0738769711077614,-0.728726011106661,-1.0746059833558457,0,0,0.3527372998376537,-2.600623882103311
-0.9478383620348638,-0.8455404514042542,-0.9377342218762632,-0.8230264140079083,0,0,0.3527372998376537,-1.6405546454388955
-1.03290452862502,-0.7500880790224189,-0.7477583739079288,-1.060830196784509,0,0,0.3527372998376537,-1.698791374363298
-1.195023349879257,-0.7791658747724715,-1.1482697822013312,-0.7711956384090908,0,0,0.3527372998376537,-2.219818017775357
-1.169051305610474,-1.1241140234757203,-0.9435185621416776,-0.7351568391695793,0,0,0.3527372998376537,-2.370134485761498
-1.0453708888442377,-0.8883725792290642,-0.9768155858234172,-0.6851106739350388,0,0,0.3527372998376537,-1.7052328988565475
-1.1655047027734955,-0.7923711105728831,-0.9262296250023108,-1.0539650620462069,0,0,0.3527372998376537,-2.304403746234029
-0.8263183569261835,-1.1402850356260483,-0.9118833770225994,-0.9843576736121936,0,0,0.3527372998376537,-2.1623755585609103
-1.147116889595984,-0.8846005562715491,-0.9140102320230874,-0.98172227124515,0,0,0.3527372998376537,-2.2839858847925667
-0.902722112663935,-0.746556638721185,-1.1518964452434546,-1.0148638218425523,0,0,0.3527372998376537,-2.077021487817072
-1.0178778607141852,-0.7648741875527862,-0.9673232981778694,-0.6979352210649831,0,0,0.3527372998376537,-1.4827467990985026
-0.810542442841391,-0.9816156581074792,-0.8086807601337793,-1.0012261018635598,0,0,0.3527372998376537,-1.7153412365904075
-0.8789499892986401,-0.8195719896186582,-0.7059796481326621,-0.7508921973646306,0,0,0.3527372998376537,-1.100727037831437
-0.9442548857308866,-1.1695495499972934,-0.8773881000802517,-0.9960700202259252,0,0,0.3527372998376537,-2.4005628321304617
-0.9006560064777019,-0.7638555572866241,-0.8825067145670589,-0.9613415371148136,1,1,2.206966899377875,-0.1102034827004067
-0.9820271468810796,-0.8647817214674651,-0.7693888832031593,-0.7597406284409691,1,1,2.206966899377875,-0.0798696445706866
-0.8813634002754076,-0.9038758755565168,-0.6880934098064231,-0.6895132545059819,1,1,2.206966899377875,-0.043669560548306
-0.6834261515164852,-1.0357598270396289,-0.9617792583439888,-0.7229872437101901,1,1,2.206966899377875,-0.0857505197863343
-0.9511029390805046,-0.7914904143221732,-0.9461485950150482,-0.5861974071019507,1,1,2.206966899377875,-0.0609046091436799
-0.6525944323994086,-0.5804884975007465,-0.8884186057544148,-0.6228634848164543,1,1,2.206966899377875,-0.0077599412875892
-1.0535202241188903,-0.90593524213701,-0.6225002002737807,-0.7500753024046891,1,1,2.206966899377875,-0.0712035701475823
-0.8858631397891698,-0.9153354039132172,-0.9345002969615608,-0.635062388879509,1,1,2.206966899377875,-0.0788131553997631
-0.8856399591490182,-0.8226649826110539,-0.8192036800393563,-0.8162871264968687,1,1,2.206966899377875,-0.073460733823731
-0.9219685378052264,-1.0050011428297745,-0.6813076893299803,-0.9047256739969838,1,1,2.206966899377875,-0.1113872784815063
-0.7972551363954132,-0.6418669397342038,-0.994012906762258,-0.6562580846439949,1,1,2.206966899377875,-0.0343562013978243
-0.9788631580443002,-0.7452796640594781,-0.8803800115407909,-0.934594747146034,1,1,2.206966899377875,-0.1182034243234303
-0.9424160014161096,-0.5870469219941756,-0.8493511372211421,-0.906113680994114,1,1,2.206966899377875,-0.0626295021583169
-0.8449479257254244,-0.7961035918598945,-0.5878644836470679,-0.6023781226717193,1,1,2.206966899377875,-0.0121676532306241
-1.0305310870614903,-0.9324933782075472,-0.7567544686131052,-0.6135249673794759,1,1,2.206966899377875,-0.0714455294739853
-0.7061891077881591,-0.6257261810111654,-0.9390121479798628,-0.5947851103497928,1,1,2.206966899377875,-0.0142929962919342
-0.7363997680595633,-0.9176755620085902,-0.6587153915541701,-0.6073871717742565,1,1,2.206966899377875,-0.0181394490344648
-0.7645450793808972,-0.6172575790666939,-0.7943305140835031,-0.8072661927145129,1,1,2.206966899377875,-0.0234035136589102
-0.7395127614111591,-0.9980315949698508,-0.6735423316932674,-0.7739422323915142,1,1,2.206966899377875,-0.0467809664910486
-0.810678759664029,-0.9257105916322692,-0.8816970912544224,-0.8221243685968581,1,1,2.206966899377875,-0.0937814503110145
-1.0724733494694,-0.9351430905078713,-0.8177709008686139,-0.9240967775428666,1,1,2.206966899377875,-0.1835101399948812
-1.06279016395255,-0.6661486653441692,-0.8393020451718288,-0.960211534476159,1,1,2.206966899377875,-0.1153870898785511
-0.669067522433249,-0.8796247875341987,-0.8103907651266817,-0.5063075748056337,1,1,2.206966899377875,-0.0142720536349649
-0.934388487040518,-0.6583915677990498,-0.7389151628884447,-0.6987589761421567,1,1,2.206966899377875,-0.0279216264733948
-0.9789274630783998,-0.8522831653569051,-0.6818755356920871,-0.6765413796599814,1,1,2.206966899377875,-0.0474439339925863
-0.6575608481308997,-1.023555794495477,-0.9064808824093984,-0.7560504421421521,1,1,2.206966899377875,-0.0734320891471607
-0.6177551359603426,-1.0341144088542142,-0.9850919379390104,-0.6621394986635696,1,1,2.206966899377875,-0.0651325205456458
-0.6848909352036558,-0.7268503166398889,-0.7882783706826408,-0.8794977929756251,1,1,2.206966899377875,-0.0332155725974943
-0.8602661239201086,-0.9169320653796412,-0.6185639672171122,-0.6303974961615827,1,1,2.206966899377875,-0.0274870612242032
-0.7420927610345729,-0.8258326836574537,-0.6599272829546832,-0.6103419502311866,1,1,2.206966899377875,-0.0125755883386231
-0.8450837316681965,-0.7069657130706368,-0.5745051631570133,-0.5049737877906255,2,2,2.11125587541824,-0.0070414592159406
-0.6721084588107581,-0.6762873007755225,-0.6019291088053148,-0.7510633298162253,2,2,2.11125587541824,-0.0102758607841486
-0.7766215243568885,-0.5042308915270821,-0.752949095016922,-0.5756227325961283,2,2,2.11125587541824,-0.0061815651113715
-0.7528533707074211,-0.4926661610462078,-0.8091668074767315,-0.798617256866438,2,2,2.11125587541824,-0.0204298656466153
-0.5390514692249775,-0.6144835114169485,-0.4569106985782763,-0.4855672046447947,2,2,2.11125587541824,1.770845333061136e-07
-0.6307840084693139,-0.6100322949220021,-0.770739072615545,-0.603928762863875,2,2,2.11125587541824,-0.0064099045250448
-0.8179330000996657,-0.5894251713285563,-0.4021568031202365,-0.5648849093638706,2,2,2.11125587541824,-0.0009110673068101
-0.7897038437287307,-0.4408457143508162,-0.562305125758735,-0.5125910405948229,2,2,2.11125587541824,-0.0003661420228117
-0.6454784674952441,-0.6638762761873399,-0.588365446540824,-0.679361688336656,2,2,2.11125587541824,-0.0050540692466924
-0.920539852981056,-0.69920247185592,-0.6987005981655284,-0.6357192653917324,2,2,2.11125587541824,-0.029943869671355
-0.6996040111234233,-0.869463692037516,-0.5994152073154034,-0.4922807313562614,2,2,2.11125587541824,-0.0082964348843354
